State,District,Latitude,Longitude,District code,Population,Households with Internet,Households with  Electric Lighting,Age 0 to 29,Age 30 to 49,Age 50+,Sex Ratio,Literacy Rate,Percent of Hindu Population,Percent of Christian Population,Percent of Muslims Population,Percent of Buddhists Population,Percent of Jains Population,Percent of Sikhs Population,Percent of Other Religions Population,Percent of people not state their Religion,Percent of Below Primary Education,Percent of Middle Education,Percent of Secondary Education,Percent of Higher Education,Percent of Graduate Education
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,6726,267679,673014,390349,258957,96.0,75.0,92.13452640952055,0.4311589625110554,5.916421493420934,0.04519911677466322,1.006714437846326,0.1849328255389299,0.21230799776185402,0.06873875662569415,10.955934997503142,10.546585924949913,14.353991059449248,8.457724912610027,6.395637420356298
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,3456,398937,1421859,599925,363391,95.0,60.0,92.897619852299,0.11975191318634619,6.630190364969366,0.014095841684875538,0.21900838890803656,0.027689754288983997,0.005479392465040639,0.08616449219834899,10.703846784475,8.59218931426449,11.864264991785094,5.846344450504773,3.00362727415701
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,2231,223424,786357,341381,213465,94.0,62.0,88.91231449081441,0.06816825353827469,10.626880022385384,0.0049116863903123685,0.26805900572583563,0.025079368386898,0.0049116863903123685,0.08967548636858187,12.576149743922532,5.85912092720732,9.643575290943,4.278674201888171,3.4497154942868153
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,1653,117040,314886,163777,105638,95.0,67.0,93.90211615358469,0.08540453566408004,5.733206479129693,0.015543625490862568,0.08796667173400245,0.0423606496893837,0.0064907447104700835,0.12691113999682296,8.640889300348963,12.236249442735405,10.839202048342383,4.290553062692053,3.8360301238878196
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,21785,747352,2080568,1052871,659576,93.0,72.0,89.29831007964657,0.14398518829256907,9.498816945358698,0.030752586765663715,0.882914651320863,0.050413214885934185,0.007070466529883366,0.08773686719981665,10.087374144381554,10.572581624462027,14.2008086090421,5.370032471577513,6.999367600651639
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,5262,438606,1393131,630963,400905,95.0,65.0,93.08120888301808,0.26249810074903573,6.11725573985553,0.006917597007974589,0.45746727832498624,0.025282170017240462,0.002141160978658801,0.04722907004849318,8.814253873339622,8.705589953672687,13.738430010182867,8.192534842247905,4.5630199263852385
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,55694,1252452,3563443,1740746,723415,79.0,75.0,86.49752471584303,0.3461747297709281,10.865597973598504,0.21215781700097444,1.855435380662297,0.09377895135301173,0.06445966847340101,0.06487076329784872,9.311166223396821,13.270486252824632,14.748881904296468,7.130867268662964,6.240501654081135
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,2975,302068,1033435,439352,280582,93.0,62.0,92.25710426882458,0.0807963249344633,6.245117487763826,0.01776494248030483,1.3091396073947712,0.02915272612152587,0.007288181530381467,0.053636460950151114,13.373414535822551,9.41803870479904,9.84741508699128,3.4826119931582196,3.324606495136278
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,137,29794,146095,51821,30027,101.0,62.0,89.16032607505333,8.773451428221,1.5738684398421312,0.01401719734899755,0.017083459269090766,0.030224581783775968,0.24530095360745713,0.18572786487421755,19.115514847278252,7.7690316306818925,6.514492467946612,3.3115628737006713,1.5287505858750454
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,53606,798277,2213474,1190041,733710,93.0,69.0,89.1568518153094,0.5716547764969779,9.232201834730242,0.04966840518087798,0.6637657821417478,0.224216000188207,0.026982739208944825,0.0746586467436107,9.521354053388373,10.98663202121362,12.116594240577527,6.4444335617263775,7.560928417481551
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,11020,329218,944532,485874,259906,92.0,69.0,92.11275516246326,1.152679462360422,5.512998350216161,0.05352710183281956,0.8095900867572895,0.09315943571998936,0.08307546910964438,0.1822149315404197,9.700482740587614,10.067081829043936,12.44771873706526,7.2276830679647635,5.329962630695829
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,12899,199681,617859,308126,201685,88.0,72.0,84.64536712899367,0.32835556343333183,1.9624230070456863,0.03376611866885275,0.42938804448974166,12.248149953471883,0.009748748172109717,0.3428014357247308,7.937076261798201,14.343421810608412,14.494084282359196,8.683475871848275,8.10670447999291
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,5292,266244,964960,405760,261428,89.0,65.0,98.56746479691884,0.05341262630434184,0.9492518867260753,0.015540443392099458,0.06216177356839783,0.14690001804894018,0.0015907540480101807,0.20367770099330354,11.38888124103289,12.132987038413651,13.376467241173609,9.115938437818343,6.416551184041067
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,43437,333171,1095602,481318,231029,87.0,70.0,87.77024014039641,0.538366709343312,8.933914560877213,0.035364332749637656,0.26981880752575105,1.9103370497194891,0.013758935710405899,0.5281994636777911,7.62001908568833,10.97128692464579,15.619210126576682,9.8824522733464,14.36305797595557
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,3210,153301,555745,237009,147469,90.0,59.0,82.72122087746322,0.10573124942277745,0.8874630975646782,0.01815265426836842,0.12441468305571804,16.026245978019364,0.05626261264465065,0.06050884756122805,10.991485237433533,10.610067186051968,9.928334170195464,6.526038443287817,4.0064287996636985
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,67087,305751,875531,428101,210307,85.0,73.0,93.02504173181761,0.6421549465410135,4.677793390525293,0.06233360098043359,0.49199964078941805,0.9968753961881418,0.016771964670582767,0.08702932848751214,8.38069982673372,11.579919071968897,14.474073447998986,9.91262730845624,15.411850779698263
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,10132,285004,1017830,456536,265109,87.0,64.0,97.54176053983787,0.11152964194110893,1.2414481994987185,0.019152133886031042,0.20757701996237235,0.7035828825796434,0.001892276701314444,0.17305730559293916,11.313693030286174,11.158411657341947,11.628441721604812,8.293103339524327,6.040720647777922
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,5034,168558,549975,245095,162356,86.0,71.0,98.6736296242194,0.0765855770785837,0.8604921718897544,0.010955702443121645,0.06729931500774725,0.10872230424507384,0.002295480511892154,0.2000198246044209,9.467500691252654,12.08194865427455,15.156223099837751,10.168665647612439,6.137906208753085
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,5263,222462,784085,335704,213478,87.0,62.0,95.69142046783276,0.06663408667078415,1.7251407635711673,0.012892084260264199,0.19443061959956587,2.181385629223657,0.004197422782411599,0.12389892605939952,10.260599991605154,11.36916933003136,11.60085207682483,8.094579927924254,4.841952041446552
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,3724,187349,630194,265813,176320,88.0,60.0,90.71175384248778,0.16466475038722744,0.7662635529608007,0.02466713332539021,0.0326723162158942,8.150207017752889,0.006515846538782319,0.1432555403312284,11.109052931013942,11.6058396878351,10.960863964017634,7.660494608602407,4.751262212558085
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,11163,267223,884972,380409,234684,89.0,65.0,89.08394471887779,0.13611687583536833,2.102537393943098,0.03534122886501511,0.10070921608902801,8.384042239411581,0.003255113184935602,0.15405321379317674,10.352522114840394,12.491662924393685,12.196045502496473,8.28990968057375,6.735227764919712
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,7356,171908,552034,250830,160216,89.0,67.0,83.46766460548072,0.20141916021790174,1.6555141475449773,0.022184096905111153,0.03887400158605927,14.55390787379944,0.010988384448326087,0.049447730017467384,9.79935831981382,12.243444547532539,12.521575070880264,8.496716442666031,7.360869948323494
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,2624,135455,530000,229392,161258,89.0,68.0,99.04163160132222,0.03264330519429816,0.6138242770755069,0.008133713918845056,0.06984149018314956,0.1883768143604515,0.0016267427837690113,0.0439220551617633,10.2238614969504,13.696198193664813,14.398300379139517,10.220824910420697,6.539072192675753
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,18615,103455,309078,157076,93606,87.0,72.0,87.42350252007418,0.46018746002533434,4.178031794446039,0.17958535025378902,0.2896882733260525,7.295833014129875,0.016034406272659733,0.1571371814720654,8.125346298635472,10.721138514109386,12.322084900399613,8.606200326745569,14.832894762628431
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,10024,209965,739075,298764,167244,86.0,65.0,89.9205848169585,0.18756683260925291,7.1859416958331295,0.023974707927498493,0.3855033485781505,2.0792459498090734,0.008212789220838583,0.20896985906355953,9.861402960088334,11.901575942998265,11.736241711512092,7.611845330780456,6.286019095149725
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,5121,152651,518747,230704,150557,90.0,71.0,98.7561255181422,0.07786016713834452,0.6345437016567222,0.022436167991363186,0.16938196132093494,0.2003705299822732,0.0013328416628532586,0.13794911210531227,9.027780863059405,13.619087181173168,15.510500570900513,10.641296766081846,7.235442036937485
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,8482,193120,605741,269354,185685,87.0,70.0,98.36817426244153,0.06897825488784437,0.7712937380560194,0.018846517728919227,0.3289659669582851,0.3690148171322385,0.002261582127470307,0.07246486066769443,11.034353432516273,13.266252294563532,15.878096954025805,10.32751478509316,9.455863340130644
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,6287,215527,750228,334344,208185,90.0,60.0,72.5959686192517,0.16877845627163293,0.7353366960343239,0.02856725929574757,0.17418307289515275,26.170852284878887,0.04817829675823374,0.07813531461431499,10.945584003570136,11.83325367957881,10.389140117774318,6.437130025038816,4.757606804875582
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,1615,96082,306555,130606,81566,99.0,62.0,92.42929798874933,0.300339061416352,6.252408106650227,0.33520844571164365,0.010980966325036604,0.5288202203899206,0.0026970794482546042,0.1402481313092394,10.840718193727364,13.033251136626339,12.428720043153271,7.790706634815443,2.9872081374739925
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,2521,104120,224044,123941,106641,110.0,79.0,98.8222566231573,0.05343383879252717,0.8160204763747668,0.0208897723674489,0.06442845582802659,0.12995637335960314,0.0019790310663898953,0.09103542905393519,8.207921401681736,15.857316257960102,20.05066319529958,14.152930725116983,7.832565176089787
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,1196,55929,660774,260368,181109,86.0,59.0,91.46316394771277,0.073712854924227,8.264985941129328,0.006701168629475181,0.003712809646060573,0.017749041234826155,0.024721878862793575,0.14525235786051607,14.452156825457196,19.110012360939432,9.357548096732275,5.425592125221297,5.398244112706411
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,2521,104120,224044,123941,106641,110.0,79.0,98.8222566231573,0.05343383879252717,0.8160204763747668,0.0208897723674489,0.06442845582802659,0.12995637335960314,0.0019790310663898953,0.09103542905393519,8.207921401681736,15.857316257960102,20.05066319529958,14.152930725116983,7.832565176089787
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1196,55929,660774,260368,181109,86.0,59.0,91.46316394771277,0.073712854924227,8.264985941129328,0.006701168629475181,0.003712809646060573,0.017749041234826155,0.024721878862793575,0.14525235786051607,14.452156825457196,19.110012360939432,9.357548096732275,5.425592125221297,5.398244112706411
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,8053,330081,766581,419172,319420,101.0,76.0,96.75943247851929,0.20018873234773107,1.31099448702879,0.9609456483949473,0.012847044020992337,0.5912951343476317,0.013774150290548482,0.1505223250500803,8.45646739400361,14.774034402264787,18.815224409383642,12.776583944506067,6.041819114944622
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,354,17865,42360,26599,15075,82.0,72.0,76.95105859416792,0.5765504451920448,0.5325661844248166,21.49998216854293,0.03447415033107072,0.2960021873254003,0.0534943712033856,0.05587189881242496,11.17437976248499,13.595891632291579,13.242828782349235,9.356759905374401,6.084093151531722
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,2623,91322,244727,120510,72282,94.0,70.0,94.9226198496014,0.35807016622402676,0.6791458382335814,3.511508256394681,0.02146594108740977,0.31879206125557485,0.01895396925803203,0.16944391794529837,11.049022272055684,14.125045957666424,13.272802424281178,8.92457918762831,5.290669394820314
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,5333,214491,524285,279321,194661,101.0,72.0,98.16309036915231,0.08761953915723207,0.946211005054127,0.2628586174716962,0.004300959113882396,0.4081910265989316,0.008601918227764791,0.11912656522404495,10.00743165725957,13.217647535400395,18.02281908865677,12.85776728210391,5.415107568987884
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,9177,172754,425721,241956,145577,92.0,75.0,97.22841242736577,0.2487684426481247,1.4508421272465941,0.4007321777373742,0.02272699352587806,0.4971683394552892,0.024201176889718796,0.12714831513126373,8.595348951487082,13.919362169997912,17.381850345818847,11.712509674328325,9.878748418324099
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,2220,91509,310244,136839,82471,92.0,68.0,89.99254513027148,0.10889771730001604,6.268696152721027,0.49919317549140807,0.044540487491860986,2.925517358522615,0.016230855611440866,0.14437912259014257,10.918647554519632,14.74044785837635,12.660067376923875,7.224995517641619,4.407243491143804
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,5250,119866,321533,167168,90808,88.0,74.0,94.53043148607665,0.250206782464847,2.529294182519989,0.09891094568513924,0.10184036393713813,2.399710504549214,0.01895505927763992,0.07065067548938517,8.6729735318445,14.473393989523023,16.41025641025641,10.229356217259443,6.341845878136201
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,2412,105929,273223,142351,105358,98.0,77.0,92.1264148372997,0.07483119808585632,2.7390137248092286,0.01074499254566142,0.013431240682076776,4.99047341285907,0.0019187486688681111,0.043171845049532497,9.946409349678513,15.590984183754722,20.186003495960076,11.63260567987981,6.163020724404372
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,596,61831,263576,93189,52744,92.0,53.0,45.768363842160724,0.11513992428086334,53.81669333749658,0.005122750868428242,0.005366691385972444,0.10294289840365325,0.010245501736856484,0.17612505366691386,10.683131025330784,15.299705319854805,11.796719487920065,7.66363529916865,3.085115725381523
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,19905,294739,816827,435895,275585,88.0,74.0,84.26636548192826,0.7911328284828734,7.025617696694941,0.03071979753692585,0.12987284618270567,7.468963200297002,0.020980968105006804,0.26634718077228264,8.849327890046654,16.571827461930326,17.114979626891717,10.409239992208937,9.575491614802498
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,235,15824,87532,35561,17488,81.0,61.0,7.344355904035455,0.4289711793866564,76.87319782389454,14.293831053536172,0.019886081163619836,0.8316643229499581,0.0028408687376599764,0.2052527662959333,9.042485191971705,14.825073507478587,12.02965866962117,6.978594054061732,2.185338276444937
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,1443,109422,357864,160123,97684,89.0,63.0,87.61069699157251,0.2965438367386667,10.420238954634309,0.0038933545304857767,0.002595569686990518,1.5493928800279024,0.00032444621087381476,0.1163139665982626,11.257634624899625,17.262322872646752,14.846983055796636,7.73706879070786,3.946888155279957
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,1537,73629,342601,137032,80111,91.0,52.0,2.4694882592248946,0.19788023695667692,95.4890800085647,0.006245093141103418,0.001070587395617729,1.6843908357718935,0.0032117621868531865,0.14863321675826138,6.459389051459567,13.20230533152523,12.02055527799586,7.303368781671543,5.582399543216045
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,346,62900,304979,109818,61334,89.0,55.0,6.837585328258203,0.20090807092600166,90.44617110740613,0.017406440382941687,0.0020971614919206853,2.3463042771608627,0.000419432298384137,0.14910818207556073,11.694191911248126,14.516342130925791,9.659945264085062,6.190191575702287,2.928056875019661
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,16413,165403,693238,351561,190330,90.0,61.0,3.439440698754638,0.22201937373719405,95.19036180425911,0.023042797347086783,0.0059830421181909545,0.9853423553296374,0.00016170384103218798,0.13364822461310336,7.188625105006431,14.450097790397864,14.263006446323622,10.731232854339606,9.852291626409148
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,1214,73999,339145,140785,74757,87.0,58.0,88.11841761489049,0.3535230681910322,10.769840626323234,0.01909961530491815,0.010270547852644666,0.6158725010585872,0.042343486760903444,0.07063253961818788,10.55289782606737,15.497355784390567,9.914502193752984,5.343748029226015,3.1253096930547675
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,9754,274726,1261238,510375,282115,92.0,62.0,79.35005551972769,0.6657518437883365,11.707680148181911,0.09164391731682127,0.09915968831370343,0.2023924396192656,7.78362337744202,0.09969306561025636,11.756944814845346,16.614508832243143,11.270456231543934,7.470967303971722,5.6439076190522375
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,590,27037,692650,222892,126682,95.0,49.0,86.60380904528395,0.6295031288175313,11.191060192580972,0.003356071516925148,0.012369520733809833,0.08514832877227232,1.2404040326555348,0.23434967963900177,19.26011088460292,9.783715573897817,6.105173528074976,3.388865130033388,2.080476677220713
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,1944,130193,944961,338413,205514,93.0,53.0,78.08867260516074,0.4039346600333898,20.282251605652,0.01259991970902228,0.018899879563533423,0.009583981480798863,1.0768239891747924,0.10723335922572153,14.574353935765878,12.74542197332168,6.456185454733113,3.647207609815337,2.9475099408675045
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,11568,427173,1634835,648876,356445,91.0,64.0,80.07041941346708,0.4188137249314301,16.08359437017203,0.012330102548457116,0.047234350548168054,0.3623411102381945,2.8751117066314715,0.13015522146316968,11.842784114804802,16.74457726932557,11.363586413344523,6.954662101176128,4.0000938726840545
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,1193,62110,799323,324226,196164,98.0,51.0,79.0595425300543,6.538614634618849,8.086998899686858,0.020205200076885706,0.012259334878110428,0.017707928157270618,5.949712511029618,0.314958961498121,17.34143458434044,11.276242165755288,5.261297885189058,2.9046299421389663,1.9367478860214826
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,565,29373,860869,284036,177599,94.0,49.0,83.49624730870649,1.29786873745071,14.717444420253042,0.02804690712920628,0.0015119626484747322,0.009298570288119604,0.34707102595737477,0.10251106756658684,15.699086169775262,11.146642233350267,6.640842344630718,3.5441916442896195,2.127633838933643
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1944,125431,1597269,533788,312967,94.0,51.0,75.90356716121292,0.5988614068274698,20.797031577518304,0.02657971419855619,0.06146047760066147,0.038315680313918694,2.421534639092462,0.15264934323570808,20.579282380430133,10.685413134631569,5.989186554426667,3.1707554445477646,2.2540415477735607
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,874,43230,820367,308639,183519,94.0,46.0,71.34294747596401,2.877315003376344,22.015285283936446,0.009744577865648155,0.008754894176168265,0.007384562913811493,3.5831878625192317,0.15538033924834285,16.56631527820389,9.65063404466214,6.046967342722133,3.608158343299955,2.3501181149418637
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,831,31687,643579,225871,155452,99.0,55.0,30.19499362571485,19.747018424463988,5.016420977884596,0.05179411497903362,0.002243436242029705,0.02155649606472021,44.62175177255848,0.3442211520922969,13.335667807567795,17.777769107492787,8.009457546870747,4.4491242307696055,2.315811446011707
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,808,49419,480895,189889,116810,95.0,54.0,69.59933859390526,0.5586302623628076,20.783472938225785,0.01491703348241939,0.09898336624351173,0.06573607975303461,8.667554946513587,0.21136677951360355,16.57939780694325,10.839500304661447,5.134114244249989,2.9069252960019822,1.8712027932777275
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,340,38194,484084,152720,89870,97.0,48.0,65.07060736363411,6.554943891011833,9.602491409643758,0.01760713529157691,0.002200891911447114,0.016506689335853354,18.367130779748493,0.36851183942292615,15.061116017265997,12.213161883853433,6.3470971611245455,3.285518956557145,1.919727969759745
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,351,28769,298844,100340,62244,99.0,56.0,24.33530392602698,3.6315208211524714,20.574720110872907,0.007146105372571948,0.003248229714805431,0.011043981030338466,51.102665713852616,0.3343511119773057,17.9460360770047,13.760583815154073,8.337772580610233,4.761255115961801,2.9985491240607205
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,328,31414,587976,206826,104418,99.0,39.0,45.548309570401436,8.425493824006965,35.86795969001202,0.031429707403861744,0.02465510616133324,0.0395370170875434,9.857600103062786,0.2050149818640593,11.146662342768169,8.77866156091255,3.3244412064565285,1.743626877175369,1.0908218590838519
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,2155,68238,1244572,425668,268387,93.0,53.0,86.76714767852881,0.3177534153079409,12.28407691447206,0.009691376067146802,0.014640163846115382,0.0378376065600306,0.29285482679500524,0.2759980184228935,15.62234357062255,11.937146271217284,8.297673708894775,5.169936732841238,3.2783141542031964
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,22538,350908,1742293,725938,409166,95.0,66.0,55.32254749330274,6.656045305606617,14.094829790001073,0.03198075115647132,0.09378046449639067,0.1655998981557195,23.24592271158338,0.38929358569760414,12.405305922306678,17.00315655504172,12.725285004424805,8.483717782910407,6.697462437200888
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,591,34879,745027,261849,137727,95.0,42.0,54.585608660773346,7.231912613520117,34.61276049113176,0.021293849032694313,0.010864208690150161,0.017208906565197853,3.339744665021681,0.18060660526505629,12.724074304234348,9.631946683678569,4.5410654051437245,2.4411442358419806,1.7236718939444637
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,423,16865,357859,143560,97817,100.0,57.0,33.6109730510459,51.13613241313056,2.5189383199516993,0.12558833045908957,0.01901337273882631,0.008505982541053874,12.330339005100253,0.25050952503260626,13.729156173175133,16.274779928549744,7.978278055565748,4.143247417350203,2.2806040248307977
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,3745,301389,1123443,465706,299774,99.0,59.0,86.4784902992562,0.18166404903923902,11.641262980539246,0.02180180256456932,1.3334024782087808,0.023442229456563612,0.008784221421646862,0.3111519395137563,12.823693267688036,7.799806535460737,9.07552948746714,6.090481714002684,4.356074236196072
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,3729,214253,535765,278153,176083,95.0,70.0,89.85854602224391,0.5417171667223387,9.309704184886213,0.02744915598891135,0.10545723532504545,0.039256329704729837,0.008577861246534795,0.1092920438823198,10.169306797803664,12.744178911984081,16.820378576337415,8.298828465985753,5.148230488140855
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,17560,808827,2669348,1251116,857143,97.0,64.0,84.4899042003188,0.385341136118231,11.055428407997974,0.022721276676316585,3.7305993040092176,0.04261808525751094,0.003117375897579347,0.27027021372436244,11.393360324089931,12.754042598418591,11.142714933130195,5.849431581026352,4.223814199375227
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,9626,440374,1487013,617276,346905,98.0,58.0,85.77172341948018,0.5713947879694772,13.08140969055225,0.011579571841253855,0.3279791404614296,0.04195556135440218,0.0022017495754496764,0.19175607876555242,11.244620493803502,8.957940467137867,8.282614944579109,4.952020207168325,3.648176727099256
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,3971,271439,1018195,397120,287271,96.0,61.0,75.71825280338167,2.0805495215170553,19.678506428697233,1.787882346034169,0.03992250337579992,0.06722245053719252,0.030587682733517287,0.5970762637233605,11.095990136793283,11.403334703223154,10.630892972465213,6.184876416368226,3.223155051957964
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,117,12516,167348,63802,23927,98.0,34.0,96.05101281197351,1.0613956039650512,0.6335462132194492,0.6460839243035693,0.005877052070681346,0.026642636053755435,1.486110566939623,0.08933119147435648,10.028993456882027,5.551855189436979,2.8178505661560163,2.6466324491634996,1.3403596755867255
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,4987,326594,1295274,527085,353549,96.0,57.0,82.06515224373327,0.1117423120324838,16.974359892914766,0.017176993300513334,0.39796429665494126,0.025627706582049305,0.022917966997208966,0.38505858778476953,11.316194000820271,6.576813539144943,8.393579111306456,5.929690984053412,4.454536310740076
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,4510,238505,564994,341380,230864,101.0,72.0,88.2765753835149,2.284788318756091,8.896174824972034,0.00957853564401592,0.4138981915900457,0.015993518231292636,0.0003515058951932448,0.10263972139642748,10.068007603072513,14.06752955505505,15.605543599473092,8.477443427323081,6.364014232473697
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,5711,307257,891230,460057,306412,97.0,66.0,91.62960632882101,0.19132776042269273,7.758626923521924,0.005061899803309036,0.22766496972501832,0.019403949246017974,0.007713371128851865,0.16059479733117357,11.348839619730803,11.839422075668171,13.110742315554013,7.980627386324193,4.535341702341008
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,7320,372671,1068518,538551,336173,97.0,67.0,85.24634065228577,0.27859205128560977,13.662575681175557,0.008429722585025832,0.3298385965128705,0.0157800294731886,0.0895915028396343,0.3688517638423498,12.445662984831126,10.623814891516153,13.865248828448461,7.955859094102946,6.366650783835699
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,15013,347962,1017935,505688,322577,97.0,70.0,75.25731948113261,1.5563964281982412,20.94364823827316,0.038710941877821765,1.572097369659176,0.08045378969292748,0.1487799556367192,0.40259379552934643,13.675844859538836,10.044812652576605,12.296165234542288,7.766714328949884,7.458921735138111
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,3373,198064,601578,279069,183409,98.0,66.0,85.26916971171458,0.32238368543167667,13.495120095437594,0.007420836581906309,0.5629502991818293,0.021698901904055157,0.006951163380519834,0.3143053063678293,11.423861277323239,10.586715763171984,9.877227425157574,5.994533003935861,3.9502334275810886
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,9752,404767,1570719,604665,388935,97.0,56.0,78.36159552605554,0.3251340632483948,19.99453693724024,0.3736469957441104,0.18957061573627046,0.03218609015378405,0.012858849577177645,0.7104709222444849,6.930530259990351,10.545113909924149,11.322411883759118,5.990899051796225,4.062461277327978
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,4851,400702,877340,522039,375918,101.0,69.0,91.80335066968922,0.8787894311089544,6.755774672783085,0.03507051537895578,0.32762503933470727,0.016268666042565362,0.00016887888625500376,0.18295212677625405,10.259673804801903,13.089858766587426,16.45831703182973,8.32218263576033,5.806731624992048
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,2456,295937,904453,426094,266586,95.0,68.0,80.23431651632254,0.15059449147131945,18.64761640090432,0.004256203416479519,0.6155221234949939,0.02622572399271939,0.043939041152479735,0.2775294992451498,15.07979129581365,12.641237103077735,9.917079142850705,5.2800081118229825,3.461920749492385
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,3308,113931,276918,163360,113919,102.0,74.0,80.9685511226847,3.0891637617466667,15.738685238918777,0.02272239544542207,0.04508411794726601,0.0250667695786799,0.03967402379359409,0.07105256988489123,9.248916628645727,13.57771329747042,15.550774635314571,9.907505423619389,7.795043993082293
